from_id,to_id
SMPLTRD00103|1,SMPLACCT-2103
SMPLTRD00104|1,SMPLACCT-2109
SMPLTRD00105|1,SMPLACCT-2105
SMPLTRD00106|1,SMPLACCT-2106
SMPLTRD00107|1,SMPLACCT-2107
SMPLTRD00108|1,SMPLACCT-2107
SMPLTRD00109|1,SMPLACCT-2107
SMPLTRD00110|1,SMPLACCT-2107
SMPLTRD00111|1,SMPLACCT-2107
SMPLTRD00112|1,SMPLACCT-2107
SMPLTRD00113|1,SMPLACCT-2102
SMPLTRD00114|1,SMPLACCT-2106
SMPLTRD00115|1,SMPLACCT-2107
SMPLTRD00116|1,SMPLACCT-2108
SMPLTRD00117|1,SMPLACCT-2106
SMPLTRD00118|1,SMPLACCT-2107
SMPLTRD00119|1,SMPLACCT-2108
SMPLTRD00120|1,SMPLACCT-2106
SMPLTRD00121|1,SMPLACCT-2107
SMPLTRD00122|1,SMPLACCT-2108
SMPLTRD00123|1,SMPLACCT-2106
SMPLTRD00124|1,SMPLACCT-2107
SMPLTRD00125|1,SMPLACCT-2108
SMPLTRD00126|1,SMPLACCT-2106
SMPLTRD00127|1,SMPLACCT-2108
SMPLTRD00128|1,SMPLACCT-3101
SMPLTRD00129|1,SMPLACCT-3102
SMPLTRD00130|1,SMPLACCT-3103
SMPLTRD00131|1,SMPLACCT-3104
SMPLTRD00132|1,SMPLACCT-3105
SMPLTRD00133|1,SMPLACCT-3106
SMPLTRD00134|1,SMPLACCT-3107
SMPLTRD00135|1,SMPLACCT-3107
SMPLTRD00136|1,SMPLACCT-3107
SMPLTRD00137|1,SMPLACCT-3107
SMPLTRD00138|1,SMPLACCT-3102
SMPLTRD00139|1,SMPLACCT-3106
SMPLTRD00140|1,SMPLACCT-3107
SMPLTRD00141|1,SMPLACCT-3108
SMPLTRD00142|1,SMPLACCT-3106
SMPLTRD00143|1,SMPLACCT-3107
SMPLTRD00144|1,SMPLACCT-3108
SMPLTRD00145|1,SMPLACCT-3106
SMPLTRD00146|1,SMPLACCT-3107
SMPLTRD00147|1,SMPLACCT-3108
SMPLTRD00148|1,SMPLACCT-3106
SMPLTRD00149|1,SMPLACCT-3107
SMPLTRD00150|1,SMPLACCT-3108
SMPLTRD00151|1,SMPLACCT-3108
SMPLTRD00152|1,SMPLACCT-3104
SMPLTRD00153|1,SMPLACCT-3101
SMPLTRD00154|1,SMPLACCT-3102
SMPLTRD00155|1,SMPLACCT-3103
SMPLTRD00156|1,SMPLACCT-3105
SMPLTRD00157|1,SMPLACCT-3106
SMPLTRD00158|1,SMPLACCT-3107
SMPLTRD00159|1,SMPLACCT-3107
SMPLTRD00160|1,SMPLACCT-3107
SMPLTRD00161|1,SMPLACCT-3107
SMPLTRD00162|1,SMPLACCT-3107
SMPLTRD00163|1,SMPLACCT-3101
SMPLTRD00164|1,SMPLACCT-3101
SMPLTRD00165|1,SMPLACCT-3101
SMPLTRD00166|1,SMPLACCT-3106
SMPLTRD00167|1,SMPLACCT-3107
SMPLTRD00168|1,SMPLACCT-3108
SMPLTRD00169|1,SMPLACCT-3106
SMPLTRD00170|1,SMPLACCT-3107
SMPLTRD00171|1,SMPLACCT-3108
SMPLTRD00172|1,SMPLACCT-3106
SMPLTRD00173|1,SMPLACCT-3107
SMPLTRD00174|1,SMPLACCT-3108
SMPLTRD00175|1,SMPLACCT-3108
SMPLTRD00176|1,SMPLACCT-3101
SMPLTRD00177|1,SMPLACCT-3102
SMPLTRD00178|1,SMPLACCT-3103
SMPLTRD00179|1,SMPLACCT-3109
SMPLTRD00180|1,SMPLACCT-3105
SMPLTRD00181|1,SMPLACCT-3106
SMPLTRD00182|1,SMPLACCT-3107
SMPLTRD00183|1,SMPLACCT-3107
SMPLTRD00184|1,SMPLACCT-3107
SMPLTRD00185|1,SMPLACCT-3107
SMPLTRD00186|1,SMPLACCT-3107
SMPLTRD00187|1,SMPLACCT-3107
SMPLTRD00188|1,SMPLACCT-3107
SMPLTRD00189|1,SMPLACCT-3102
SMPLTRD00190|1,SMPLACCT-3106
SMPLTRD00191|1,SMPLACCT-3107
SMPLTRD00192|1,SMPLACCT-3108
SMPLTRD00193|1,SMPLACCT-3106
SMPLTRD00194|1,SMPLACCT-3107
SMPLTRD00195|1,SMPLACCT-3108
SMPLTRD00196|1,SMPLACCT-3106
SMPLTRD00197|1,SMPLACCT-3107
SMPLTRD00198|1,SMPLACCT-3108
SMPLTRD00199|1,SMPLACCT-3106
SMPLTRD00200|1,SMPLACCT-3107
SMPLTRD00201|1,SMPLACCT-3108
SMPLTRD00202|1,SMPLACCT-3106
SMPLTRD00203|1,SMPLACCT-3107
SMPLTRD00204|1,SMPLACCT-3108
SMPLTRD00205|1,SMPLACCT-3108
