from_id,to_id
SMPLTRD00103|1,SMPLACCT-2107
SMPLTRD00104|1,SMPLACCT-2108
SMPLTRD00105|1,SMPLACCT-2106
SMPLTRD00106|1,SMPLACCT-2107
SMPLTRD00107|1,SMPLACCT-2108
SMPLTRD00108|1,SMPLACCT-2106
SMPLTRD00109|1,SMPLACCT-2108
SMPLTRD00110|1,SMPLACCT-2101
SMPLTRD00111|1,SMPLACCT-2102
SMPLTRD00112|1,SMPLACCT-2103
SMPLTRD00113|1,SMPLACCT-2104
SMPLTRD00114|1,SMPLACCT-2105
SMPLTRD00115|1,SMPLACCT-2106
SMPLTRD00116|1,SMPLACCT-2107
SMPLTRD00117|1,SMPLACCT-2107
SMPLTRD00118|1,SMPLACCT-2107
SMPLTRD00119|1,SMPLACCT-2107
SMPLTRD00120|1,SMPLACCT-2105
SMPLTRD00121|1,SMPLACCT-2105
SMPLTRD00122|1,SMPLACCT-2110
SMPLTRD00123|1,SMPLACCT-2101
SMPLTRD00124|1,SMPLACCT-2101
SMPLTRD00125|1,SMPLACCT-2101
SMPLTRD00126|1,SMPLACCT-2105
SMPLTRD00127|1,SMPLACCT-2103
SMPLTRD00128|1,SMPLACCT-2108
SMPLTRD00129|1,SMPLACCT-2106
SMPLTRD00130|1,SMPLACCT-2107
SMPLTRD00131|1,SMPLACCT-2108
SMPLTRD00132|1,SMPLACCT-2106
SMPLTRD00133|1,SMPLACCT-2107
SMPLTRD00134|1,SMPLACCT-2108
SMPLTRD00135|1,SMPLACCT-2106
SMPLTRD00136|1,SMPLACCT-2108
SMPLTRD00137|1,SMPLACCT-2101
SMPLTRD00138|1,SMPLACCT-2102
SMPLTRD00139|1,SMPLACCT-2103
SMPLTRD00140|1,SMPLACCT-2109
SMPLTRD00141|1,SMPLACCT-2111
SMPLTRD00142|1,SMPLACCT-2105
SMPLTRD00143|1,SMPLACCT-2106
SMPLTRD00144|1,SMPLACCT-2107
SMPLTRD00145|1,SMPLACCT-2107
SMPLTRD00146|1,SMPLACCT-2107
SMPLTRD00147|1,SMPLACCT-2107
SMPLTRD00148|1,SMPLACCT-2107
SMPLTRD00149|1,SMPLACCT-2107
SMPLTRD00150|1,SMPLACCT-2105
SMPLTRD00151|1,SMPLACCT-2105
SMPLTRD00152|1,SMPLACCT-2105
SMPLTRD00153|1,SMPLACCT-2110
SMPLTRD00154|1,SMPLACCT-2102
SMPLTRD00155|1,SMPLACCT-2105
SMPLTRD00156|1,SMPLACCT-2103
SMPLTRD00157|1,SMPLACCT-2108
SMPLTRD00158|1,SMPLACCT-2106
SMPLTRD00159|1,SMPLACCT-2107
SMPLTRD00160|1,SMPLACCT-2108
SMPLTRD00161|1,SMPLACCT-2106
SMPLTRD00162|1,SMPLACCT-2107
SMPLTRD00163|1,SMPLACCT-2108
SMPLTRD00164|1,SMPLACCT-2106
SMPLTRD00165|1,SMPLACCT-2107
SMPLTRD00166|1,SMPLACCT-2108
SMPLTRD00167|1,SMPLACCT-2106
SMPLTRD00168|1,SMPLACCT-2107
SMPLTRD00169|1,SMPLACCT-2108
SMPLTRD00170|1,SMPLACCT-2106
SMPLTRD00171|1,SMPLACCT-2108
SMPLTRD00172|1,SMPLACCT-3101
SMPLTRD00173|1,SMPLACCT-3102
SMPLTRD00174|1,SMPLACCT-3103
SMPLTRD00175|1,SMPLACCT-3104
SMPLTRD00176|1,SMPLACCT-3110
SMPLTRD00177|1,SMPLACCT-3111
SMPLTRD00178|1,SMPLACCT-3103
SMPLTRD00179|1,SMPLACCT-3105
SMPLTRD00180|1,SMPLACCT-3106
SMPLTRD00181|1,SMPLACCT-3107
SMPLTRD00182|1,SMPLACCT-3107
SMPLTRD00183|1,SMPLACCT-3107
SMPLTRD00184|1,SMPLACCT-3107
SMPLTRD00185|1,SMPLACCT-3105
SMPLTRD00186|1,SMPLACCT-3102
SMPLTRD00187|1,SMPLACCT-3105
SMPLTRD00188|1,SMPLACCT-3103
SMPLTRD00189|1,SMPLACCT-3108
SMPLTRD00190|1,SMPLACCT-3106
SMPLTRD00191|1,SMPLACCT-3107
SMPLTRD00192|1,SMPLACCT-3108
SMPLTRD00193|1,SMPLACCT-3106
SMPLTRD00194|1,SMPLACCT-3107
SMPLTRD00195|1,SMPLACCT-3108
SMPLTRD00196|1,SMPLACCT-3106
SMPLTRD00197|1,SMPLACCT-3107
SMPLTRD00198|1,SMPLACCT-3108
SMPLTRD00199|1,SMPLACCT-3106
SMPLTRD00200|1,SMPLACCT-3107
SMPLTRD00201|1,SMPLACCT-3108
SMPLTRD00202|1,SMPLACCT-3107
SMPLTRD00203|1,SMPLACCT-3108
SMPLTRD00204|1,SMPLACCT-3104
SMPLTRD00205|1,SMPLACCT-3101
SMPLTRD00206|1,SMPLACCT-3102
SMPLTRD00207|1,SMPLACCT-3103
SMPLTRD00208|1,SMPLACCT-3104
SMPLTRD00209|1,SMPLACCT-3103
SMPLTRD00210|1,SMPLACCT-3105
SMPLTRD00211|1,SMPLACCT-3106
SMPLTRD00212|1,SMPLACCT-3107
SMPLTRD00213|1,SMPLACCT-3107
SMPLTRD00214|1,SMPLACCT-3107
SMPLTRD00215|1,SMPLACCT-3107
SMPLTRD00216|1,SMPLACCT-3107
SMPLTRD00217|1,SMPLACCT-3105
SMPLTRD00218|1,SMPLACCT-3105
SMPLTRD00219|1,SMPLACCT-3101
SMPLTRD00220|1,SMPLACCT-3101
SMPLTRD00221|1,SMPLACCT-3101
SMPLTRD00222|1,SMPLACCT-3105
SMPLTRD00223|1,SMPLACCT-3103
SMPLTRD00224|1,SMPLACCT-3108
SMPLTRD00225|1,SMPLACCT-3106
SMPLTRD00226|1,SMPLACCT-3107
SMPLTRD00227|1,SMPLACCT-3108
SMPLTRD00228|1,SMPLACCT-3106
SMPLTRD00229|1,SMPLACCT-3107
SMPLTRD00230|1,SMPLACCT-3108
SMPLTRD00231|1,SMPLACCT-3106
SMPLTRD00232|1,SMPLACCT-3107
SMPLTRD00233|1,SMPLACCT-3108
SMPLTRD00234|1,SMPLACCT-3107
SMPLTRD00235|1,SMPLACCT-3108
SMPLTRD00236|1,SMPLACCT-3101
SMPLTRD00237|1,SMPLACCT-3102
SMPLTRD00238|1,SMPLACCT-3103
SMPLTRD00239|1,SMPLACCT-3109
SMPLTRD00240|1,SMPLACCT-3111
SMPLTRD00241|1,SMPLACCT-3103
SMPLTRD00242|1,SMPLACCT-3105
SMPLTRD00243|1,SMPLACCT-3106
SMPLTRD00244|1,SMPLACCT-3107
SMPLTRD00245|1,SMPLACCT-3107
SMPLTRD00246|1,SMPLACCT-3107
SMPLTRD00247|1,SMPLACCT-3107
SMPLTRD00248|1,SMPLACCT-3107
SMPLTRD00249|1,SMPLACCT-3107
SMPLTRD00250|1,SMPLACCT-3107
SMPLTRD00251|1,SMPLACCT-3105
SMPLTRD00252|1,SMPLACCT-3105
SMPLTRD00253|1,SMPLACCT-3105
SMPLTRD00254|1,SMPLACCT-3102
SMPLTRD00255|1,SMPLACCT-3105
SMPLTRD00256|1,SMPLACCT-3103
SMPLTRD00257|1,SMPLACCT-3108
SMPLTRD00258|1,SMPLACCT-3106
SMPLTRD00259|1,SMPLACCT-3107
SMPLTRD00260|1,SMPLACCT-3108
SMPLTRD00261|1,SMPLACCT-3106
SMPLTRD00262|1,SMPLACCT-3107
SMPLTRD00263|1,SMPLACCT-3108
SMPLTRD00264|1,SMPLACCT-3106
SMPLTRD00265|1,SMPLACCT-3107
SMPLTRD00266|1,SMPLACCT-3108
SMPLTRD00267|1,SMPLACCT-3106
SMPLTRD00268|1,SMPLACCT-3107
SMPLTRD00269|1,SMPLACCT-3108
SMPLTRD00270|1,SMPLACCT-3106
SMPLTRD00271|1,SMPLACCT-3107
SMPLTRD00272|1,SMPLACCT-3108
SMPLTRD00273|1,SMPLACCT-3107
SMPLTRD00274|1,SMPLACCT-3108
