txn_id,trade_ref_no,split_seq_no,advisor_sid,month_id,product_id,account_no,trade_dt,proc_dt,credited_amt,pre_split_amt,split_pct,client_rate_bps,std_tier_rate,concession_type,discount_amt,eff_disc_pct,avg_balance_amt,file_key,trade_description,rev_nature,reason_cd,rm_sid,cs_sid,revenue_eligibility,incentive_eligible,days_to_process,posting_month_id,data_source
SMPLTRD00047|1,SMPLTRD00047,1,SMPL001,202605,EQ|COMM,SMPLACCT-1108,2026-05-07 00:00:00,2026-05-08 00:00:00,122.61,122.61,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202605,REAL
SMPLTRD00048|1,SMPLTRD00048,1,SMPL001,202605,EQ|COMM,SMPLACCT-1106,2026-05-09 00:00:00,2026-05-10 00:00:00,131.62,131.62,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202605,REAL
SMPLTRD00049|1,SMPLTRD00049,1,SMPL001,202605,EQ|COMM,SMPLACCT-1107,2026-05-11 00:00:00,2026-05-12 00:00:00,115.22,115.22,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202605,REAL
SMPLTRD00050|1,SMPLTRD00050,1,SMPL001,202605,MF|COMM,SMPLACCT-1103,2026-05-11 00:00:00,2026-05-12 00:00:00,107,107.0,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,MUTUAL FUND COMMISSION BELOW MINIMUM,RECURRING,92,SMPLRM1,SMPLCS1,NON_CREDITED,False,1,202605,REAL
SMPLTRD00051|1,SMPLTRD00051,1,SMPL001,202605,MF|COMM,SMPLACCT-1103,2026-05-12 00:00:00,2026-05-13 00:00:00,116,116.0,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,MUTUAL FUND COMMISSION BELOW MINIMUM,RECURRING,92,SMPLRM1,SMPLCS1,NON_CREDITED,False,1,202605,REAL
SMPLTRD00052|1,SMPLTRD00052,1,SMPL001,202605,CASH|SWP,SMPLACCT-1108,2026-05-24 00:00:00,2026-05-25 00:00:00,1600.0,1600.0,1.0,18.0,18.0,None,0.0,0.0,1070000,money_mkt,MONTH M05-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202605,REAL
SMPLTRD00053|1,SMPLTRD00053,1,SMPL001,202606,UMA|FEE,SMPLACCT-1101,2026-06-28 00:00:00,2026-06-29 00:00:00,6030.0,6030.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00054|1,SMPLTRD00054,1,SMPL001,202606,UMA|FEE,SMPLACCT-1102,2026-06-28 00:00:00,2026-06-29 00:00:00,6160.0,6160.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00055|1,SMPLTRD00055,1,SMPL001,202606,UMA|FEE,SMPLACCT-1103,2026-06-28 00:00:00,2026-06-29 00:00:00,6290.0,6290.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,9E,SMPLRM1,SMPLCS1,NON_CREDITED,False,1,202606,REAL
SMPLTRD00056|1,SMPLTRD00056,1,SMPL001,202606,UMA|FEE,SMPLACCT-1104,2026-06-28 00:00:00,2026-06-29 00:00:00,6420.0,6420.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00057|1,SMPLTRD00057,1,SMPL001,202606,UMA|FEE,SMPLACCT-1109,2026-06-28 00:00:00,2026-06-29 00:00:00,4450,4450.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00058|1,SMPLTRD00058,1,SMPL001,202606,UMA|FEE,SMPLACCT-1111,2026-06-18 00:00:00,2026-06-19 00:00:00,480,480.0,1.0,82.0,82.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00059|1,SMPLTRD00059,1,SMPL001,202606,UMA|PAYS,SMPLACCT-1101,2026-06-28 00:00:00,2026-06-29 00:00:00,20000.0,20000.0,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,PAY TYPE SUMMARY,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00060|1,SMPLTRD00060,1,SMPL001,202606,JPMCAP|FEE,SMPLACCT-1105,2026-06-27 00:00:00,2026-06-28 00:00:00,4000.0,4000.0,1.0,65.0,65.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00061|1,SMPLTRD00061,1,SMPL001,202606,ADV|FEE,SMPLACCT-1106,2026-06-27 00:00:00,2026-06-28 00:00:00,3200.0,3200.0,1.0,58.0,58.0,None,0.0,0.0,0.0,ace,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00062|1,SMPLTRD00062,1,SMPL001,202606,MFT|12B1,SMPLACCT-1107,2026-06-25 00:00:00,2026-06-26 00:00:00,2150,2150.0,1.0,25.0,25.0,None,0.0,0.0,0.0,mf_12b1,MONTH M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00063|1,SMPLTRD00063,1,SMPL001,202606,MFT|12B1,SMPLACCT-1107,2026-06-26 00:00:00,2026-06-27 00:00:00,-130,-130.0,1.0,25.0,25.0,None,0.0,0.0,0.0,mf_12b1,MONTH M06-2026 REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00064|1,SMPLTRD00064,1,SMPL001,202606,MFT|12B1,SMPLACCT-1107,2026-06-26 00:00:00,2026-06-27 00:00:00,-165,-165.0,1.0,25.0,25.0,None,0.0,0.0,0.0,mf_12b1,MONTH M06-2026 REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00065|1,SMPLTRD00065,1,SMPL001,202606,MFT|12B1,SMPLACCT-1107,2026-06-26 00:00:00,2026-06-27 00:00:00,-200,-200.0,1.0,25.0,25.0,None,0.0,0.0,0.0,mf_12b1,MONTH M06-2026 REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00066|1,SMPLTRD00066,1,SMPL001,202606,MFT|12B1,SMPLACCT-1107,2026-06-26 00:00:00,2026-06-27 00:00:00,-235,-235.0,1.0,25.0,25.0,None,0.0,0.0,0.0,mf_12b1,MONTH M06-2026 REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00067|1,SMPLTRD00067,1,SMPL001,202606,ANNU|TRL,SMPLACCT-1105,2026-06-23 00:00:00,2026-06-24 00:00:00,-98,-98.0,1.0,0.0,0.0,None,0.0,0.0,0.0,l_a_btr,MONTH M06-2026 ANNUITY REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00068|1,SMPLTRD00068,1,SMPL001,202606,ANNU|TRL,SMPLACCT-1105,2026-06-23 00:00:00,2026-06-24 00:00:00,-123,-123.0,1.0,0.0,0.0,None,0.0,0.0,0.0,l_a_btr,MONTH M06-2026 ANNUITY REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00069|1,SMPLTRD00069,1,SMPL001,202606,ANNU|TRL,SMPLACCT-1105,2026-06-23 00:00:00,2026-06-24 00:00:00,-148,-148.0,1.0,0.0,0.0,None,0.0,0.0,0.0,l_a_btr,MONTH M06-2026 ANNUITY REVERSAL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00070|1,SMPLTRD00070,1,SMPL001,202606,MAC|QFEE,SMPLACCT-1102,2026-06-15 00:00:00,2026-06-16 00:00:00,7000,7000.0,1.0,120.0,120.0,None,0.0,0.0,0.0,ace,QUARTERLY BILLING M06-2026,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00071|1,SMPLTRD00071,1,SMPL001,202606,ANNU|TRL,SMPLACCT-1105,2026-06-22 00:00:00,2026-06-23 00:00:00,650,650.0,1.0,0.0,0.0,None,0.0,0.0,0.0,l_a_btr,ANNUITY TRAIL,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00072|1,SMPLTRD00072,1,SMPL001,202606,MF|COMM,SMPLACCT-1103,2026-06-16 00:00:00,2026-06-17 00:00:00,385,385.0,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,MUTUAL FUND COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00073|1,SMPLTRD00073,1,SMPL001,202606,CASH|CD,SMPLACCT-1108,2026-06-19 00:00:00,2026-06-20 00:00:00,240,240.0,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,BROKERED CD COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00074|1,SMPLTRD00074,1,SMPL001,202606,EQ|COMM,SMPLACCT-1106,2026-06-03 00:00:00,2026-06-04 00:00:00,148.5,148.5,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,91,SMPLRM1,SMPLCS1,NON_CREDITED,False,1,202606,REAL
SMPLTRD00075|1,SMPLTRD00075,1,SMPL001,202606,EQ|COMM,SMPLACCT-1107,2026-06-05 00:00:00,2026-06-06 00:00:00,127.73,127.73,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00076|1,SMPLTRD00076,1,SMPL001,202606,EQ|COMM,SMPLACCT-1108,2026-06-07 00:00:00,2026-06-08 00:00:00,128.63,128.63,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
SMPLTRD00077|1,SMPLTRD00077,1,SMPL001,202606,EQ|COMM,SMPLACCT-1106,2026-06-09 00:00:00,2026-06-10 00:00:00,134.15,134.15,1.0,0.0,0.0,None,0.0,0.0,0.0,ace,EQUITY TRADE COMMISSION,RECURRING,__NONE__,SMPLRM1,SMPLCS1,CREDITED,True,1,202606,REAL
